Rk,Player,Year,AllNBA,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
28,O.J. Mayo,2013,0,SG,25,DAL,82,82,35.5,5.6,12.5,0.449,1.7,4.3,0.407,3.9,8.3,0.471,0.519,2.3,2.8,0.82,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,15.3
29,Jameer Nelson,2013,0,PG,30,ORL,56,56,35.3,5.5,13.9,0.392,2.2,6.3,0.341,3.3,7.6,0.435,0.47,1.6,1.8,0.873,0.4,3.3,3.7,7.4,1.3,0.1,2.8,2.9,14.7
30,Josh Smith,2013,0,PF,27,ATL,76,76,35.3,7.2,15.6,0.465,0.8,2.6,0.303,6.4,12.9,0.498,0.491,2.2,4.2,0.517,1.8,6.7,8.4,4.2,1.2,1.8,3,2.3,17.5
31,Evan Turner,2013,0,SF,24,PHI,82,82,35.3,5.4,12.8,0.419,0.7,1.9,0.365,4.7,10.9,0.428,0.446,1.9,2.5,0.74,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4,13.3
32,Marc Gasol,2013,1,C,28,MEM,80,80,35,5.4,10.9,0.494,0,0.2,0.071,5.4,10.7,0.501,0.494,3.4,4,0.848,2.3,5.5,7.8,4,1,1.7,2,3.2,14.1
33,Kemba Walker,2013,0,PG,22,CHA,82,82,34.9,6.4,15.2,0.423,1.3,4,0.322,5.1,11.1,0.459,0.466,3.6,4.5,0.798,0.7,2.7,3.5,5.7,2,0.4,2.4,1.9,17.7
34,Russell Westbrook,2013,1,PG,24,OKC,82,82,34.9,8.2,18.7,0.438,1.2,3.7,0.323,7,15.1,0.466,0.47,5.6,7,0.8,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2
35,Wesley Matthews,2013,0,SG,26,POR,69,69,34.8,5.1,11.7,0.436,2.4,6.2,0.398,2.7,5.6,0.478,0.54,2.2,2.7,0.797,0.5,2.3,2.8,2.5,1.3,0.3,1.6,2.5,14.8
36,Andre Iguodala,2013,0,SG,29,DEN,80,80,34.7,5,11,0.451,1.1,3.6,0.317,3.8,7.4,0.515,0.502,1.9,3.4,0.574,1,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13
37,Kyrie Irving,2013,0,PG,20,CLE,59,59,34.7,8.2,18.1,0.452,1.8,4.7,0.391,6.4,13.4,0.474,0.503,4.2,4.9,0.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5
38,Dwyane Wade,2013,1,SG,31,MIA,69,69,34.7,8.2,15.8,0.521,0.2,1,0.258,8,14.9,0.537,0.528,4.5,6.2,0.725,1.2,3.7,5,5.1,1.9,0.8,2.8,2,21.2
39,Thaddeus Young,2013,0,PF,24,PHI,76,76,34.6,6.7,12.6,0.531,0,0.1,0.125,6.7,12.5,0.535,0.532,1.4,2.5,0.574,2.4,5.1,7.5,1.6,1.8,0.7,1.2,2.5,14.8
40,Mike Conley,2013,0,PG,25,MEM,80,80,34.5,5.2,11.8,0.44,1.3,3.7,0.362,3.9,8.1,0.476,0.497,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6
41,George Hill,2013,0,PG,26,IND,76,76,34.5,5.1,11.5,0.443,1.7,4.6,0.368,3.4,6.8,0.494,0.518,2.3,2.8,0.817,0.6,3.1,3.7,4.7,1.1,0.3,1.5,1.8,14.2
42,Ty Lawson,2013,0,PG,25,DEN,73,71,34.4,6.1,13.3,0.461,1.2,3.2,0.366,5,10.1,0.491,0.505,3.2,4.3,0.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,16.7
43,Greivis Vasquez,2013,0,PG,26,NOH,78,78,34.4,5.6,13,0.433,1.1,3.1,0.342,4.6,9.9,0.462,0.474,1.6,2,0.805,0.6,3.8,4.3,9,0.8,0.1,3.2,2.4,13.9
44,Kevin Love,2013,0,PF,24,MIN,18,18,34.3,5.8,16.6,0.352,1.1,5.1,0.217,4.7,11.4,0.413,0.386,5.6,7.9,0.704,3.6,10.4,14,2.3,0.7,0.5,2.2,1.9,18.3
45,Zach Randolph,2013,0,PF,31,MEM,76,75,34.3,6.2,13.5,0.46,0,0.3,0.087,6.2,13.2,0.469,0.461,3,3.9,0.75,4.1,7.2,11.2,1.4,0.8,0.4,2,2.4,15.4
46,Raymond Felton,2013,0,PG,28,NYK,68,68,34,5.5,13,0.427,1.4,3.8,0.36,4.2,9.2,0.455,0.48,1.5,1.9,0.789,0.8,2.1,2.9,5.5,1.4,0.2,2.3,1.9,13.9
47,Pau Gasol,2013,0,PF,32,LAL,49,42,33.8,5.5,11.8,0.466,0.2,0.6,0.286,5.3,11.2,0.475,0.473,2.6,3.6,0.702,2.3,6.3,8.6,4.1,0.5,1.2,2.1,1.9,13.7
48,Metta World Peace,2013,0,SF,33,LAL,75,66,33.7,4.4,11,0.403,1.9,5.5,0.342,2.5,5.5,0.464,0.488,1.7,2.3,0.734,1.3,3.6,5,1.5,1.6,0.6,1.3,2.6,12.4
49,Goran Dragic,2013,0,PG,26,PHO,77,77,33.5,5.2,11.8,0.443,1.1,3.6,0.319,4.1,8.2,0.497,0.491,3.2,4.2,0.748,0.8,2.3,3.1,7.4,1.6,0.3,2.8,2.8,14.7
50,J.R. Smith,2013,0,SG,27,NYK,80,0,33.5,6.6,15.6,0.422,1.9,5.5,0.356,4.7,10.2,0.458,0.484,3,3.9,0.762,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1
51,Chris Paul,2013,1,PG,27,LAC,70,70,33.4,5.9,12.2,0.481,1.1,3.3,0.328,4.8,8.9,0.538,0.526,4.1,4.6,0.885,0.8,3,3.7,9.7,2.4,0.1,2.3,2,16.9
52,Paul Pierce,2013,0,SF,35,BOS,77,77,33.4,6.2,14.2,0.436,1.9,5,0.38,4.3,9.2,0.466,0.502,4.3,5.5,0.787,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6
53,David West,2013,0,PF,32,IND,73,73,33.4,6.9,13.8,0.498,0.1,0.3,0.211,6.8,13.6,0.503,0.5,3.3,4.3,0.768,2,5.7,7.7,2.9,1,0.9,2.2,2,17.1
54,Chris Bosh,2013,0,C,28,MIA,74,74,33.2,6.6,12.3,0.535,0.3,1,0.284,6.3,11.3,0.557,0.546,3.3,4.1,0.798,1.8,5,6.8,1.7,0.9,1.4,1.7,2.3,16.6
55,Greg Monroe,2013,0,C,22,DET,81,81,33.2,6.3,13.1,0.486,0,0,0,6.3,13,0.488,0.486,3.3,4.8,0.689,2.9,6.7,9.6,3.5,1.3,0.7,2.9,2.3,16
56,Nikola Vucevic,2013,0,C,22,ORL,77,77,33.2,6,11.5,0.519,0,0,0,6,11.5,0.52,0.519,1.1,1.6,0.683,3.5,8.4,11.9,1.9,0.8,1,1.8,2.8,13.1
57,Al Jefferson,2013,0,C,28,UTA,78,78,33.1,7.8,15.8,0.494,0,0.2,0.118,7.8,15.6,0.5,0.495,2.1,2.8,0.77,2,7.2,9.2,2.1,1,1.1,1.3,2.2,17.8
58,Tony Parker,2013,1,PG,30,SAS,66,66,32.9,7.9,15.1,0.522,0.4,1,0.353,7.5,14,0.534,0.534,4.2,5,0.845,0.3,2.7,3,7.6,0.8,0.1,2.6,1.4,20.3
59,Jeff Teague,2013,0,PG,24,ATL,80,78,32.9,5.5,12.2,0.451,1.1,3.1,0.359,4.4,9.1,0.482,0.496,2.5,2.8,0.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6
60,Tyson Chandler,2013,0,C,30,NYK,66,66,32.8,3.9,6.1,0.638,0,0,,3.9,6.1,0.638,0.638,2.7,3.9,0.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4
61,John Wall,2013,0,PG,22,WAS,49,42,32.7,6.6,15,0.441,0.2,0.9,0.267,6.4,14.1,0.452,0.449,5,6.2,0.804,0.7,3.3,4,7.6,1.3,0.8,3.2,2.4,18.5
62,Danilo Gallinari,2013,0,SF,24,DEN,71,71,32.5,5.1,12.3,0.418,1.9,5.1,0.373,3.2,7.2,0.45,0.495,4,4.9,0.822,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8,16.2
63,Blake Griffin,2013,1,PF,23,LAC,80,80,32.5,7.2,13.4,0.538,0.1,0.4,0.179,7.2,13.1,0.548,0.541,3.5,5.3,0.66,2.3,6,8.3,3.7,1.2,0.6,2.3,2.9,18
64,Steve Nash,2013,0,PG,38,LAL,50,50,32.5,4.7,9.5,0.497,1.1,2.6,0.438,3.6,6.9,0.519,0.557,2.1,2.3,0.922,0.5,2.3,2.8,6.7,0.6,0.1,2.5,1.4,12.7
65,Carlos Boozer,2013,0,PF,31,CHI,79,79,32.2,6.9,14.4,0.477,0,0,0,6.9,14.4,0.478,0.477,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3,16.2
66,Jeremy Lin,2013,0,PG,24,HOU,82,82,32.2,4.8,10.9,0.441,1.1,3.1,0.339,3.8,7.8,0.483,0.49,2.6,3.4,0.785,0.4,2.6,3,6.1,1.6,0.4,2.9,2.5,13.4
67,Tayshaun Prince,2013,0,SF,32,TOT,82,81,32.1,4.4,10,0.438,0.5,1.1,0.404,3.9,8.9,0.442,0.461,1.2,1.6,0.738,0.9,3.6,4.4,2.4,0.6,0.3,1.1,1,10.4
68,Andrei Kirilenko,2013,0,SF,31,MIN,64,64,31.8,4.4,8.8,0.507,0.5,1.9,0.292,3.9,6.9,0.566,0.538,2.9,3.9,0.752,1.6,4.1,5.7,2.8,1.5,1,1.9,1.3,12.4
69,Nikola Pekovic,2013,0,C,27,MIN,62,62,31.6,6.2,12,0.52,0,0,,6.2,12,0.52,0.52,3.9,5.2,0.744,3.7,5.1,8.8,0.9,0.7,0.8,1.6,2.3,16.3
70,Brandon Knight,2013,0,PG,21,DET,75,75,31.5,4.8,11.7,0.407,1.6,4.4,0.367,3.2,7.3,0.43,0.475,2.2,3,0.733,0.7,2.6,3.3,4,0.8,0.1,2.7,2.1,13.3
71,Gerald Henderson,2013,0,SG,25,CHA,68,58,31.4,5.6,12.6,0.447,0.5,1.5,0.33,5.1,11.1,0.462,0.466,3.8,4.6,0.824,0.8,2.9,3.7,2.6,1,0.5,1.6,2.2,15.5
72,Glen Davis,2013,0,PF,27,ORL,34,33,31.3,6.3,14.1,0.448,0,0.1,0,6.3,14,0.45,0.448,2.5,3.4,0.718,1.6,5.6,7.2,2.1,0.9,0.6,1.9,2.6,15.1
73,Dirk Nowitzki,2013,0,PF,34,DAL,53,47,31.3,6.5,13.7,0.471,1.2,3,0.414,5.2,10.8,0.487,0.516,3.1,3.6,0.86,0.7,6.2,6.8,2.5,0.7,0.7,1.3,1.8,17.3
74,Tristan Thompson,2013,0,PF,21,CLE,82,82,31.3,4.8,9.7,0.488,0,0,0,4.8,9.7,0.49,0.488,2.2,3.5,0.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7
75,Bradley Beal,2013,0,SG,19,WAS,56,46,31.2,5,12.3,0.41,1.6,4.2,0.386,3.4,8.1,0.424,0.477,2.2,2.8,0.786,0.8,3,3.8,2.4,0.9,0.5,1.6,2,13.9
76,Kawhi Leonard,2013,0,SF,21,SAS,58,57,31.2,4.5,9.1,0.494,1.1,3,0.374,3.4,6.1,0.554,0.556,1.8,2.2,0.825,1.1,4.9,6,1.6,1.7,0.6,1.1,1.7,11.9
77,Serge Ibaka,2013,0,PF,23,OKC,80,80,31.1,5.6,9.7,0.573,0.3,0.7,0.351,5.3,9,0.591,0.586,1.8,2.4,0.749,2.8,4.9,7.7,0.5,0.4,3,1.6,2.7,13.2
78,Tyreke Evans,2013,0,SG,23,SAC,65,61,31,5.6,11.8,0.478,0.7,2,0.338,4.9,9.7,0.508,0.508,3.2,4.2,0.775,0.9,3.6,4.4,3.5,1.4,0.4,2,2,15.2
79,Alonzo Gee,2013,0,SF,25,CLE,82,82,31,3.7,9.1,0.41,0.8,2.7,0.315,2.9,6.4,0.45,0.456,2,2.5,0.795,0.9,3,3.9,1.6,1.3,0.4,1.6,2.4,10.3
80,Ryan Anderson,2013,0,PF,24,NOH,81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4,6.4,1.2,0.5,0.4,1.2,2.2,16.2
81,Marcin Gortat,2013,0,C,28,PHO,61,61,30.8,4.8,9.3,0.521,0,0,0,4.8,9.2,0.524,0.521,1.5,2.3,0.652,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1,11.1
82,Mo Williams,2013,0,PG,30,UTA,46,46,30.8,5,11.6,0.43,1.3,3.3,0.383,3.7,8.2,0.449,0.485,1.6,1.8,0.882,0.5,1.9,2.4,6.2,1,0.2,2.7,2.3,12.9
83,DeMarcus Cousins,2013,0,C,22,SAC,75,74,30.5,6.4,13.8,0.465,0.1,0.3,0.182,6.4,13.5,0.471,0.467,4.2,5.6,0.738,3,7,9.9,2.7,1.4,0.7,3,3.6,17.1
84,Kyle Korver,2013,0,SF,31,ATL,74,60,30.5,3.7,8.1,0.461,2.6,5.6,0.457,1.2,2.5,0.471,0.618,0.9,1.1,0.859,0.3,3.6,4,2,0.9,0.5,0.9,2.3,10.9
85,J.J. Redick,2013,0,SG,28,TOT,78,13,30.5,4.9,11.3,0.434,2.1,5.8,0.366,2.8,5.5,0.506,0.528,2.2,2.4,0.9,0.2,2,2.2,3.8,0.5,0.1,1.8,1.5,14.1
86,Brook Lopez,2013,0,C,24,BRK,74,74,30.4,7.7,14.8,0.521,0,0,0,7.7,14.8,0.522,0.521,4,5.3,0.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4
87,Paul Millsap,2013,0,PF,27,UTA,78,78,30.4,5.5,11.2,0.49,0.2,0.5,0.333,5.3,10.7,0.498,0.498,3.4,4.6,0.742,2.3,4.8,7.1,2.6,1.3,1,1.8,3,14.6
88,Luke Ridnour,2013,0,SG,31,MIN,82,82,30.2,4.5,9.9,0.453,0.8,2.6,0.311,3.7,7.3,0.503,0.493,1.7,2,0.848,0.5,2,2.5,3.8,1,0.2,1.6,2.3,11.5
89,Tim Duncan,2013,1,C,36,SAS,69,69,30.1,7.1,14.1,0.502,0,0.1,0.286,7.1,14,0.504,0.503,3.6,4.3,0.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8
90,Eric Gordon,2013,0,SG,24,NOH,42,40,30.1,5.6,13.9,0.402,1.3,4.1,0.324,4.3,9.8,0.436,0.45,4.5,5.3,0.842,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17
91,Gerald Wallace,2013,0,SF,30,BRK,69,68,30.1,2.6,6.6,0.397,0.7,2.4,0.282,2,4.3,0.461,0.448,1.8,2.8,0.637,1,3.6,4.6,2.6,1.4,0.7,1.6,1.7,7.7
92,omer Asik,2013,0,C,26,HOU,82,82,30,4,7.5,0.541,0,0,0,4,7.5,0.542,0.541,2,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1
93,Shawn Marion,2013,0,PF,34,DAL,67,67,30,5.3,10.3,0.514,0.3,1.1,0.315,5,9.2,0.538,0.531,1.2,1.5,0.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,12.1
94,John Salmons,2013,0,SF,33,SAC,76,72,30,3.2,8.1,0.399,1.3,3.5,0.371,1.9,4.5,0.42,0.48,1.1,1.4,0.773,0.4,2.3,2.7,3,0.7,0.3,1.1,1.9,8.8
95,Kevin Garnett,2013,0,C,36,BOS,68,68,29.7,6.2,12.5,0.496,0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3,0.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8
96,Jarrett Jack,2013,0,SG,29,GSW,79,4,29.7,4.9,10.8,0.452,1,2.6,0.404,3.9,8.3,0.466,0.499,2.1,2.5,0.843,0.3,2.8,3.1,5.6,0.8,0.1,2,1.7,12.9
97,Kyle Lowry,2013,0,PG,26,TOR,68,52,29.7,3.7,9.2,0.401,1.5,4.1,0.362,2.2,5.1,0.433,0.482,2.8,3.5,0.795,0.8,3.9,4.7,6.4,1.4,0.4,2.3,3.2,11.6
98,Ricky Rubio,2013,0,PG,22,MIN,57,47,29.7,3.2,9,0.36,0.5,1.6,0.293,2.8,7.4,0.374,0.386,3.7,4.6,0.799,0.8,3.2,4,7.3,2.4,0.1,3,2.5,10.7
99,Jose Calderon,2013,0,PG,31,TOT,73,58,29.6,4.3,8.7,0.491,1.8,3.9,0.461,2.5,4.8,0.516,0.594,1,1.1,0.9,0.3,2.1,2.4,7.1,0.8,0.1,1.7,1.4,11.3
100,Kirk Hinrich,2013,0,PG,32,CHI,60,60,29.4,2.7,7,0.377,1.2,3,0.39,1.5,4,0.367,0.461,1.2,1.6,0.714,0.3,2.4,2.6,5.2,1.1,0.4,1.7,3.2,7.7
101,Darren Collison,2013,0,PG,25,DAL,81,47,29.3,4.2,8.9,0.471,0.6,1.7,0.353,3.6,7.3,0.498,0.504,3,3.4,0.88,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,12
102,Jamal Crawford,2013,0,SG,32,LAC,76,0,29.3,5.9,13.4,0.438,2,5.2,0.376,3.9,8.2,0.477,0.511,2.8,3.3,0.871,0.3,1.4,1.7,2.5,1,0.2,1.9,0.9,16.5
103,Gordon Hayward,2013,0,SF,22,UTA,72,27,29.2,4.7,10.7,0.435,1.4,3.4,0.415,3.3,7.3,0.444,0.501,3.4,4.1,0.827,0.7,2.4,3.1,3,0.8,0.5,1.7,1.7,14.1
104,Lance Stephenson,2013,0,SG,22,IND,78,72,29.2,3.5,7.7,0.46,0.8,2.4,0.33,2.7,5.3,0.52,0.512,1,1.5,0.652,0.6,3.3,3.9,2.9,1,0.2,1.4,2.1,8.8
105,J.J. Hickson,2013,0,C,24,POR,80,80,29,5.2,9.3,0.562,0,0,0,5.2,9.3,0.563,0.562,2.3,3.4,0.679,3.3,7,10.4,1.1,0.6,0.6,1.8,2,12.7
106,Quentin Richardson,2013,0,SF,32,NYK,1,0,29,1,11,0.091,1,4,0.25,0,7,0,0.136,2,2,1,5,5,10,1,0,0,2,1,5
107,Martell Webster,2013,0,SF,26,WAS,76,62,28.9,3.7,8.4,0.442,1.8,4.3,0.422,1.9,4,0.463,0.551,2.2,2.6,0.848,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2,11.4
108,Anthony Davis,2013,0,PF,19,NOH,64,60,28.8,5.5,10.6,0.516,0,0.1,0,5.5,10.5,0.521,0.516,2.6,3.5,0.751,2.6,5.6,8.2,1,1.2,1.8,1.4,2.5,13.5
109,Dion Waiters,2013,0,SG,21,CLE,61,48,28.8,5.5,13.4,0.412,1,3.3,0.31,4.5,10,0.446,0.451,2.6,3.5,0.746,0.4,2.1,2.4,3,1,0.3,2,1.9,14.7
110,Andrea Bargnani,2013,0,PF,27,TOR,35,25,28.7,4.9,12.2,0.399,1.1,3.5,0.309,3.8,8.7,0.436,0.444,1.9,2.2,0.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7
111,Avery Bradley,2013,0,PG,22,BOS,50,50,28.7,3.8,9.6,0.402,0.8,2.5,0.317,3,7,0.432,0.444,0.7,1,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2
112,Roy Hibbert,2013,0,C,26,IND,79,79,28.7,4.9,10.9,0.448,0,0.1,0.25,4.9,10.8,0.449,0.449,2.1,2.8,0.741,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5,11.9
113,Amir Johnson,2013,0,PF,25,TOR,81,38,28.7,4.1,7.5,0.554,0.1,0.2,0.385,4.1,7.3,0.558,0.559,1.7,2.3,0.727,2.8,4.7,7.5,1.5,1,1.4,1.4,3.7,10
114,Lou Williams,2013,0,SG,26,ATL,39,9,28.7,4.8,11.4,0.422,1.8,5,0.367,2.9,6.3,0.466,0.503,2.7,3.1,0.868,0.2,1.8,2.1,3.6,1.1,0.3,1.9,1.4,14.1
115,Rodney Stuckey,2013,0,SG,26,DET,76,24,28.6,4,9.8,0.406,0.7,2.4,0.302,3.3,7.4,0.44,0.443,2.8,3.6,0.783,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,11.5
116,Jason Richardson,2013,0,SG,32,PHI,33,33,28.4,4.1,10.2,0.402,1.7,5.1,0.341,2.4,5.1,0.462,0.487,0.6,1,0.606,0.6,3.3,3.8,1.5,1.2,0.5,0.8,1.7,10.5
117,Kenneth Faried,2013,0,PF,23,DEN,80,80,28.1,4.8,8.6,0.552,0,0,,4.8,8.6,0.552,0.552,2,3.3,0.613,3.3,5.9,9.2,1,1,1,1.4,2.9,11.5
118,Kyle Singler,2013,0,SF,24,DET,82,74,28,3.4,7.8,0.428,0.9,2.4,0.35,2.5,5.4,0.464,0.483,1.2,1.5,0.806,1.3,2.7,4,0.9,0.7,0.5,1.2,2.6,8.8
119,Jason Thompson,2013,0,PF,26,SAC,82,81,27.9,4.6,9.1,0.502,0,0,0,4.6,9,0.504,0.502,1.7,2.5,0.694,2.1,4.6,6.7,1,0.6,0.7,1.2,2.8,10.9
