Rk,Player,Year,AllNBA,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
59,Stephen Curry,2011,0,PG,22,GSW,74,74,33.6,6.8,14.2,0.48,2,4.6,0.442,4.8,9.6,0.498,0.551,2.9,3.1,0.934,0.7,3.2,3.9,5.8,1.5,0.3,3.1,3.1,18.6
60,Wesley Matthews,2011,0,SG,24,POR,82,69,33.6,5.4,11.9,0.449,1.9,4.6,0.407,3.5,7.3,0.476,0.528,3.2,3.8,0.844,0.6,2.6,3.1,2,1.2,0.1,1.7,2.4,15.9
61,Wilson Chandler,2011,0,SF,23,TOT,72,49,33.3,6,13.2,0.45,1.6,4.4,0.35,4.4,8.8,0.501,0.509,1.8,2.2,0.807,1,4.6,5.7,1.7,0.7,1.3,1.4,2.8,15.3
62,Steve Nash,2011,0,PG,36,PHO,75,75,33.3,5.3,10.8,0.492,1.1,2.7,0.395,4.2,8.1,0.525,0.542,3,3.3,0.912,0.5,2.9,3.5,11.4,0.6,0.1,3.5,1.2,14.7
63,Jason Kidd,2011,0,PG,37,DAL,80,80,33.2,2.7,7.5,0.361,1.7,4.9,0.34,1,2.6,0.4,0.472,0.8,1,0.87,0.4,4,4.4,8.2,1.7,0.4,2.2,1.5,7.9
64,Channing Frye,2011,0,PF,27,PHO,77,64,33,4.6,10.8,0.432,2.2,5.7,0.39,2.4,5.1,0.479,0.535,1.2,1.4,0.832,0.8,5.8,6.7,1.2,0.6,1,0.9,3.5,12.7
65,Antawn Jamison,2011,0,PF,34,CLE,56,38,32.9,6.7,15.6,0.427,1.6,4.7,0.346,5.1,10.9,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18
66,Joakim Noah,2011,0,C,25,CHI,48,48,32.8,4.4,8.4,0.525,0,0,0,4.4,8.4,0.526,0.525,2.9,3.9,0.739,3.8,6.6,10.4,2.2,1,1.5,1.9,3.3,11.7
67,Tayshaun Prince,2011,0,SF,30,DET,78,78,32.8,6.1,12.8,0.473,0.4,1.3,0.347,5.6,11.6,0.486,0.49,1.5,2.2,0.702,1,3.2,4.2,2.8,0.4,0.5,1.1,1.2,14.1
68,Andre Miller,2011,0,PG,34,POR,81,81,32.7,4.8,10.4,0.46,0,0.5,0.108,4.7,10,0.476,0.462,3.1,3.6,0.853,1.2,2.5,3.7,7,1.4,0.1,2.4,2.1,12.7
69,Luis Scola,2011,0,PF,30,HOU,74,74,32.6,7.7,15.3,0.504,0,0,0,7.7,15.2,0.505,0.504,2.9,3.9,0.738,2,6.2,8.2,2.5,0.6,0.6,2,3.1,18.3
70,Kevin Martin,2011,0,SG,27,HOU,80,80,32.5,6.9,15.8,0.436,2.2,5.7,0.383,4.7,10.1,0.467,0.506,7.4,8.4,0.888,0.4,2.9,3.2,2.5,1,0.2,2.3,1.9,23.5
71,Carlos Delfino,2011,0,SF,28,MIL,49,40,32.4,4.1,10.5,0.39,2.1,5.8,0.37,1.9,4.7,0.415,0.492,1.2,1.5,0.8,0.5,3.6,4.1,2.3,1.6,0.2,1.2,1.5,11.5
72,Jeff Green,2011,0,PF,24,TOT,75,51,32.4,4.9,10.9,0.449,0.9,2.8,0.303,4.1,8.1,0.499,0.488,2.6,3.3,0.811,1,3.8,4.8,1.4,0.7,0.5,1.3,2.8,13.3
73,Tony Parker,2011,0,PG,28,SAS,78,78,32.4,7.1,13.7,0.519,0.3,0.9,0.357,6.8,12.8,0.531,0.531,3,3.9,0.769,0.4,2.7,3.1,6.6,1.2,0,2.6,1.7,17.5
74,Michael Beasley,2011,0,SF,22,MIN,73,73,32.3,7.7,17.1,0.45,0.8,2.2,0.366,6.9,14.8,0.463,0.474,3,4,0.753,1.6,4,5.6,2.2,0.7,0.7,2.7,3,19.2
75,Lamar Odom,2011,0,PF,31,LAL,82,35,32.2,5.8,10.9,0.53,0.8,2.2,0.382,4.9,8.7,0.566,0.568,2,3,0.675,2.1,6.5,8.7,3,0.6,0.7,1.7,2.4,14.4
76,Chauncey Billups,2011,0,PG,34,TOT,72,72,32.1,4.7,11,0.427,2,5,0.402,2.7,6,0.448,0.519,5.3,5.8,0.916,0.3,2.3,2.6,5.4,1,0.2,2.5,2,16.8
77,Anderson Varejao,2011,0,C,28,CLE,31,31,32.1,3.7,7,0.528,0,0.1,0,3.7,6.9,0.533,0.528,1.7,2.6,0.667,3.2,6.5,9.7,1.5,0.9,1.2,1.3,2.8,9.1
78,Rashard Lewis,2011,0,SF,31,TOT,57,52,32,4.4,10.2,0.433,1.5,4.3,0.357,2.9,5.9,0.488,0.508,1.4,1.7,0.802,1.2,3.8,5.1,1.6,0.9,0.5,1.5,2.8,11.7
79,Anthony Morrow,2011,0,SG,25,NJN,58,47,32,4.8,10.7,0.45,1.9,4.5,0.423,2.9,6.2,0.469,0.539,1.7,1.8,0.897,0.6,2.3,3,1.2,0.3,0.1,0.9,2.3,13.2
80,Carlos Boozer,2011,0,C,29,CHI,59,59,31.9,7.3,14.3,0.51,0,0,,7.3,14.3,0.51,0.51,2.9,4.1,0.701,2.2,7.4,9.6,2.5,0.8,0.3,2.5,3.2,17.5
81,Marc Gasol,2011,0,C,26,MEM,81,81,31.9,4.5,8.5,0.527,0,0.1,0.429,4.5,8.4,0.528,0.529,2.7,3.6,0.748,1.9,5.1,7,2.5,0.9,1.7,1.8,3.3,11.7
82,Emeka Okafor,2011,0,C,28,NOH,72,72,31.8,4.2,7.3,0.573,0,0,0,4.2,7.3,0.574,0.573,2,3.6,0.562,3.2,6.3,9.5,0.6,0.6,1.8,1.7,3.2,10.3
83,Nick Young,2011,0,SG,25,WAS,64,40,31.8,6.4,14.6,0.441,1.6,4.2,0.387,4.8,10.4,0.462,0.497,2.9,3.6,0.816,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,17.4
84,Devin Harris,2011,0,PG,27,TOT,71,70,31.7,4.8,11.5,0.422,0.8,2.5,0.322,4,8.9,0.45,0.458,4.7,5.7,0.833,0.2,2.1,2.4,7.1,1,0.1,2.9,2.3,15.2
85,Nicolas Batum,2011,0,SF,22,POR,80,67,31.5,4.6,10.1,0.455,1.5,4.3,0.345,3.1,5.8,0.535,0.528,1.7,2.1,0.841,1.4,3.2,4.5,1.5,0.9,0.6,1,2.4,12.4
86,Hedo Turkoglu,2011,0,SF,31,TOT,81,72,31.4,4,8.9,0.446,1.6,3.8,0.41,2.4,5.1,0.473,0.534,1.3,1.9,0.679,0.6,3.8,4.4,4.2,0.9,0.4,1.6,3,10.8
87,Kevin Garnett,2011,0,PF,34,BOS,71,71,31.3,6.1,11.6,0.528,0,0.1,0.2,6.1,11.5,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9
88,Jason Terry,2011,0,SG,33,DAL,82,10,31.3,6,13.3,0.451,1.5,4.3,0.362,4.5,9,0.493,0.509,2.2,2.6,0.85,0.3,1.6,1.9,4.1,1.1,0.2,2,1.7,15.8
89,Andrei Kirilenko,2011,0,SF,29,UTA,64,62,31.2,4,8.5,0.467,0.6,1.5,0.367,3.4,6.9,0.489,0.5,3.3,4.2,0.77,1.6,3.5,5.1,3,1.3,1.2,1.8,1.8,11.7
90,Rodney Stuckey,2011,0,PG,24,DET,70,54,31.2,5.2,11.8,0.439,0.4,1.3,0.289,4.8,10.5,0.457,0.455,4.7,5.4,0.866,1,2.1,3.1,5.2,1.1,0.1,2.2,2.5,15.5
91,Landry Fields,2011,0,SG,22,NYK,82,81,31,3.6,7.3,0.497,1,2.7,0.393,2.6,4.7,0.556,0.568,1.4,1.8,0.769,1.3,5.1,6.4,1.9,1,0.2,1.3,1.4,9.7
92,Jose Calderon,2011,0,PG,29,TOR,68,55,30.9,3.9,8.8,0.44,0.8,2.3,0.365,3,6.5,0.466,0.487,1.3,1.5,0.854,0.4,2.5,3,8.9,1.2,0.1,2.2,2.1,9.8
93,Raja Bell,2011,0,SG,34,UTA,68,63,30.8,2.8,6.9,0.409,1,2.8,0.352,1.8,4,0.449,0.482,1.3,1.5,0.892,0.5,2.1,2.6,1.7,0.8,0.2,0.9,2.5,8
94,Mo Williams,2011,0,PG,28,TOT,58,56,30.8,5,12.6,0.399,1.4,4.2,0.324,3.7,8.4,0.436,0.453,2.6,3.1,0.853,0.4,2.3,2.6,6.6,0.9,0.2,2.9,2.6,14
95,Nene Hilario,2011,0,C,28,DEN,75,75,30.5,5.4,8.7,0.615,0,0.1,0.2,5.3,8.7,0.618,0.615,3.8,5.4,0.711,1.9,5.7,7.6,2,1.1,1,1.8,3.2,14.5
96,Jameer Nelson,2011,0,PG,28,ORL,76,76,30.5,4.9,11,0.446,1.6,3.9,0.401,3.4,7.1,0.471,0.517,1.7,2.1,0.802,0.5,2.5,3,6,1,0,2.6,2.8,13.1
97,Richard Jefferson,2011,0,SF,30,SAS,81,81,30.4,3.8,7.9,0.474,1.7,3.8,0.44,2.1,4.1,0.504,0.579,1.8,2.4,0.759,0.7,3.2,3.8,1.3,0.5,0.4,1.1,2,11
98,Luke Ridnour,2011,0,PG,29,MIN,71,66,30.4,4.5,9.6,0.468,1.1,2.6,0.44,3.4,7,0.479,0.528,1.7,1.9,0.883,0.5,2.3,2.8,5.4,1.3,0.1,2.2,2.1,11.8
99,Manu Ginobili,2011,1,SG,33,SAS,80,79,30.3,5.5,12.7,0.433,1.9,5.5,0.349,3.6,7.2,0.497,0.509,4.5,5.1,0.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2,17.4
100,Jamal Crawford,2011,0,SG,30,ATL,76,0,30.2,4.8,11.5,0.421,1.6,4.6,0.341,3.3,6.9,0.474,0.489,2.9,3.4,0.854,0.3,1.4,1.7,3.2,0.8,0.2,1.9,1.3,14.2
101,Grant Hill,2011,0,SF,38,PHO,80,80,30.1,5,10.3,0.484,0.6,1.4,0.395,4.4,8.9,0.498,0.511,2.7,3.2,0.829,1,3.3,4.2,2.5,0.8,0.4,1.7,2.3,13.2
102,Kirk Hinrich,2011,0,PG,30,TOT,72,51,30,3.9,8.7,0.446,1,2.6,0.399,2.8,6,0.467,0.506,1.5,1.8,0.841,0.3,2.2,2.5,4,1,0.2,1.7,2.6,10.2
103,Caron Butler,2011,0,SF,30,DAL,29,29,29.9,5.9,13,0.45,1,2.2,0.431,4.9,10.8,0.454,0.487,2.3,3,0.773,0.8,3.3,4.1,1.6,1,0.3,1.7,2,15
104,Darren Collison,2011,0,PG,23,IND,79,79,29.9,5,11,0.457,0.5,1.6,0.331,4.5,9.4,0.479,0.481,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4,13.2
105,Glen Davis,2011,0,C,25,BOS,78,13,29.5,4.6,10.3,0.448,0,0.2,0.133,4.6,10.1,0.454,0.449,2.5,3.4,0.736,1.3,4.2,5.4,1.2,1,0.4,1.1,3,11.7
106,Metta World Peace,2011,0,SF,31,LAL,82,82,29.4,3.2,8,0.397,1,2.8,0.356,2.2,5.2,0.419,0.46,1.1,1.7,0.676,1.2,2,3.3,2.1,1.5,0.4,1.1,2.2,8.5
107,Shane Battier,2011,0,SF,32,TOT,82,59,29,2.8,6.2,0.45,1.2,3.3,0.382,1.5,3,0.525,0.55,0.8,1.1,0.688,1.1,3.5,4.5,2.3,0.8,1,1,1.9,7.6
108,Anthony Parker,2011,0,SF,35,CLE,72,65,29,3.1,7.7,0.399,1.2,3.2,0.379,1.9,4.5,0.412,0.476,1,1.3,0.779,0.5,2.6,3,3,0.9,0.1,1.1,1.5,8.3
109,Travis Outlaw,2011,0,SF,26,NJN,82,55,28.8,3.3,8.9,0.375,0.9,3.1,0.302,2.4,5.8,0.413,0.427,1.6,2.1,0.772,0.7,3.3,4,1,0.4,0.4,0.9,1.8,9.2
110,Marvin Williams,2011,0,SF,24,ATL,65,52,28.7,3.8,8.3,0.458,0.6,1.7,0.336,3.2,6.6,0.489,0.493,2.3,2.7,0.845,1,3.8,4.8,1.4,0.5,0.4,1,1.6,10.4
111,Mike Bibby,2011,0,PG,32,TOT,80,68,28.6,3.1,7.2,0.431,1.9,4.4,0.44,1.2,2.9,0.417,0.563,0.5,0.8,0.629,0.2,2.2,2.4,3.3,0.6,0.1,1.3,2.2,8.6
112,DeMarcus Cousins,2011,0,C,20,SAC,81,62,28.5,5.3,12.4,0.43,0,0.2,0.167,5.3,12.2,0.435,0.432,3.4,5,0.687,2.7,6,8.6,2.5,1,0.8,3.3,4.1,14.1
113,Baron Davis,2011,0,PG,31,TOT,58,44,28.4,5,11.9,0.417,1.4,4.1,0.339,3.6,7.8,0.458,0.475,1.7,2.3,0.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,13.1
114,Tim Duncan,2011,0,C,34,SAS,76,76,28.4,5.5,11,0.5,0,0.1,0,5.5,11,0.502,0.5,2.4,3.4,0.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6,13.4
115,George Hill,2011,0,PG,24,SAS,76,5,28.3,3.8,8.3,0.453,1,2.7,0.377,2.8,5.6,0.49,0.514,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2,11.6
116,J.J. Hickson,2011,0,C,22,CLE,80,66,28.2,5.4,11.7,0.458,0,0.1,0,5.4,11.6,0.461,0.458,3.1,4.6,0.673,2.7,6,8.7,1.1,0.6,0.7,2.2,2.7,13.8
117,Shawn Marion,2011,0,SF,32,DAL,80,27,28.2,5.4,10.4,0.52,0.1,0.4,0.152,5.4,10,0.536,0.523,1.6,2.1,0.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8,12.5
118,Vince Carter,2011,0,SG,34,TOT,73,63,28.1,5.3,12.2,0.437,1.6,4.4,0.361,3.7,7.8,0.479,0.502,1.8,2.4,0.74,0.7,3,3.8,2,0.9,0.3,1.2,2.6,14
119,Chuck Hayes,2011,0,C,27,HOU,74,63,28.1,3.3,6.3,0.527,0,0,0,3.3,6.2,0.529,0.527,1.3,1.9,0.662,3,5.1,8.1,2.7,1.1,0.7,1.2,2.7,7.9
